country,region,city,customer_segment,customer_age_group,previous_device_os,customer_id
China,Asia,Guangzhou,Business,35–44,Unknown,1537
China,Asia,Hangzhou,Education,25–34,Android,1538
China,Asia,Hangzhou,Individual,35–44,Unknown,1539
China,Asia,Hangzhou,Business,25–34,Unknown,1540
China,Asia,Hangzhou,Individual,45–54,Android,1541
China,Asia,Hangzhou,Individual,25–34,Unknown,1542
China,Asia,Hangzhou,Government,45–54,Android,1543
China,Asia,Hangzhou,Business,45–54,Unknown,1544
China,Asia,Harbin,Government,35–44,Unknown,1545
China,Asia,Harbin,Education,55+,Android,1546
China,Asia,Harbin,Education,25–34,New User,1547
China,Asia,Harbin,Business,55+,Unknown,1548
China,Asia,Harbin,Individual,18–24,Other,1549
China,Asia,Harbin,Education,18–24,Unknown,1550
China,Asia,Harbin,Individual,45–54,Unknown,1551
China,Asia,Harbin,Government,18–24,Unknown,1552
China,Asia,Harbin,Business,45–54,Android,1553
China,Asia,Harbin,Education,55+,iOS 16,1554
China,Asia,Kunming,Government,35–44,Unknown,1555
China,Asia,Kunming,Education,55+,Other,1556
China,Asia,Kunming,Government,45–54,Unknown,1557
China,Asia,Kunming,Business,55+,Unknown,1558
China,Asia,Kunming,Education,55+,iOS 15,1559
China,Asia,Kunming,Government,45–54,iOS 15,1560
China,Asia,Kunming,Government,55+,iOS 16,1561
China,Asia,Nanjing,Individual,35–44,Unknown,1562
China,Asia,Nanjing,Education,45–54,Unknown,1563
China,Asia,Nanjing,Business,45–54,Unknown,1564
China,Asia,Nanjing,Education,55+,Unknown,1565
China,Asia,Nanjing,Education,18–24,New User,1566
China,Asia,Qingdao,Individual,25–34,New User,1567
China,Asia,Qingdao,Individual,35–44,Unknown,1568
China,Asia,Qingdao,Education,55+,Android,1569
China,Asia,Qingdao,Education,45–54,Unknown,1570
China,Asia,Qingdao,Business,25–34,Unknown,1571
China,Asia,Qingdao,Individual,18–24,Unknown,1572
China,Asia,Qingdao,Education,25–34,New User,1573
China,Asia,Qingdao,Education,55+,Unknown,1574
China,Asia,Qingdao,Business,45–54,iOS 15,1575
China,Asia,Qingdao,Individual,25–34,Unknown,1576
China,Asia,Qingdao,Government,35–44,Unknown,1577
China,Asia,Qingdao,Education,18–24,iOS 16,1578
China,Asia,Shanghai,Business,45–54,Unknown,1579
China,Asia,Shanghai,Education,18–24,iOS 16,1580
China,Asia,Shanghai,Individual,18–24,Unknown,1581
China,Asia,Shanghai,Individual,45–54,Unknown,1582
China,Asia,Shanghai,Business,45–54,New User,1583
China,Asia,Shanghai,Government,25–34,Unknown,1584
China,Asia,Shanghai,Individual,35–44,Other,1585
China,Asia,Shanghai,Business,55+,New User,1586
China,Asia,Shenyang,Government,25–34,iOS 17,1587
China,Asia,Shenyang,Education,25–34,Unknown,1588
China,Asia,Shenyang,Individual,18–24,Unknown,1589
China,Asia,Shenyang,Business,45–54,Unknown,1590
China,Asia,Shenyang,Business,35–44,Unknown,1591
China,Asia,Shenyang,Individual,45–54,New User,1592
China,Asia,Shenyang,Education,55+,Unknown,1593
China,Asia,Shenyang,Government,35–44,Unknown,1594
China,Asia,Shenyang,Business,55+,Unknown,1595
China,Asia,Shenyang,Education,18–24,Unknown,1596
China,Asia,Shenyang,Business,18–24,Unknown,1597
China,Asia,Shenyang,Individual,45–54,Unknown,1598
China,Asia,Shenyang,Individual,55+,Unknown,1599
China,Asia,Shenzhen,Individual,25–34,Unknown,1600
China,Asia,Shenzhen,Business,25–34,iOS 15,1601
China,Asia,Shenzhen,Education,55+,Unknown,1602
China,Asia,Shenzhen,Business,18–24,iOS 17,1603
China,Asia,Shenzhen,Business,18–24,Unknown,1604
China,Asia,Shenzhen,Business,45–54,iOS 15,1605
China,Asia,Shenzhen,Government,18–24,Unknown,1606
China,Asia,Shenzhen,Individual,35–44,Unknown,1607
China,Asia,Shenzhen,Business,25–34,Unknown,1608
China,Asia,Suzhou,Individual,45–54,Unknown,1609
China,Asia,Suzhou,Education,18–24,Unknown,1610
China,Asia,Suzhou,Individual,25–34,New User,1611
China,Asia,Suzhou,Government,55+,Unknown,1612
China,Asia,Suzhou,Individual,25–34,Unknown,1613
China,Asia,Suzhou,Business,18–24,Android,1614
China,Asia,Suzhou,Education,55+,Unknown,1615
China,Asia,Suzhou,Business,35–44,Unknown,1616
China,Asia,Suzhou,Government,55+,Other,1617
China,Asia,Suzhou,Education,18–24,Android,1618
China,Asia,Suzhou,Government,45–54,Other,1619
China,Asia,Tianjin,Education,18–24,Unknown,1620
China,Asia,Tianjin,Government,18–24,Unknown,1621
China,Asia,Tianjin,Individual,35–44,Unknown,1622
China,Asia,Tianjin,Business,18–24,Unknown,1623
China,Asia,Tianjin,Education,25–34,Unknown,1624
China,Asia,Wuhan,Education,18–24,iOS 16,1625
China,Asia,Wuhan,Business,25–34,Android,1626
China,Asia,Wuhan,Individual,18–24,Unknown,1627
China,Asia,Wuhan,Business,55+,Unknown,1628
China,Asia,Wuhan,Government,55+,Unknown,1629
China,Asia,Wuhan,Education,55+,Unknown,1630
China,Asia,Wuhan,Individual,35–44,iOS 15,1631
China,Asia,Wuhan,Government,25–34,iOS 15,1632
China,Asia,Wuhan,Government,18–24,iOS 16,1633
China,Asia,Wuhan,Education,45–54,Unknown,1634
China,Asia,Wuhan,Education,25–34,New User,1635
China,Asia,Wuhan,Education,45–54,Other,1636
China,Asia,Xi'an,Individual,18–24,Other,1637
China,Asia,Xi'an,Business,45–54,Unknown,1638
China,Asia,Xi'an,Individual,18–24,iOS 15,1639
China,Asia,Xi'an,Government,35–44,Unknown,1640
China,Asia,Xi'an,Government,45–54,Other,1641
China,Asia,Xi'an,Government,35–44,Android,1642
China,Asia,Xi'an,Business,25–34,iOS 16,1643
China,Asia,Xi'an,Education,35–44,Unknown,1644
China,Asia,Xi'an,Government,18–24,Unknown,1645
China,Asia,Xi'an,Education,25–34,Unknown,1646
China,Asia,Xi'an,Education,18–24,iOS 17,1647
China,Asia,Xi'an,Individual,18–24,Unknown,1648
China,Asia,Xi'an,Individual,25–34,Unknown,1649
China,Asia,Xi'an,Government,55+,New User,1650
China,Asia,Zhengzhou,Education,45–54,Unknown,1651
China,Asia,Zhengzhou,Individual,35–44,Unknown,1652
China,Asia,Zhengzhou,Individual,45–54,Unknown,1653
China,Asia,Zhengzhou,Business,45–54,Unknown,1654
China,Asia,Zhengzhou,Government,25–34,New User,1655
China,Asia,Zhengzhou,Business,25–34,iOS 17,1656
China,Asia,Zhengzhou,Individual,55+,Unknown,1657
China,Asia,Zhengzhou,Education,35–44,Unknown,1658
China,Asia,Zhengzhou,Government,25–34,Unknown,1659
China,Asia,Zhengzhou,Individual,18–24,Unknown,1660
China,Asia,Zhengzhou,Government,45–54,Unknown,1661
China,Asia,Zhengzhou,Business,55+,Other,1662
Colombia,South America,Barranquilla,Education,25–34,New User,1663
Colombia,South America,Barranquilla,Individual,55+,iOS 17,1664
Colombia,South America,Barranquilla,Government,45–54,Unknown,1665
Colombia,South America,Barranquilla,Government,35–44,Unknown,1666
Colombia,South America,Barranquilla,Business,25–34,Unknown,1667
Colombia,South America,Barranquilla,Individual,55+,Unknown,1668
Colombia,South America,Barranquilla,Government,45–54,New User,1669
Colombia,South America,Barranquilla,Education,25–34,Unknown,1670
Colombia,South America,Barranquilla,Individual,45–54,Other,1671
Colombia,South America,Barranquilla,Education,55+,iOS 17,1672
Colombia,South America,Barranquilla,Government,55+,Unknown,1673
Colombia,South America,Barranquilla,Individual,35–44,Unknown,1674
Colombia,South America,Barranquilla,Business,25–34,iOS 16,1675
Colombia,South America,Barranquilla,Education,45–54,iOS 17,1676
Colombia,South America,Barranquilla,Business,35–44,Other,1677
Colombia,South America,Barranquilla,Business,55+,New User,1678
Colombia,South America,Barranquilla,Education,18–24,iOS 15,1679
Colombia,South America,Barranquilla,Individual,55+,iOS 16,1680
Colombia,South America,Barranquilla,Business,45–54,Unknown,1681
Colombia,South America,Barranquilla,Government,18–24,iOS 15,1682
Colombia,South America,Bogotá,Government,55+,Unknown,1683
Colombia,South America,Bogotá,Education,55+,iOS 17,1684
Colombia,South America,Bogotá,Education,55+,iOS 16,1685
Colombia,South America,Bogotá,Business,35–44,Unknown,1686
Colombia,South America,Bogotá,Individual,35–44,Unknown,1687
Colombia,South America,Bogotá,Individual,25–34,Unknown,1688
Colombia,South America,Bogotá,Education,35–44,Unknown,1689
Colombia,South America,Bogotá,Government,25–34,Unknown,1690
Colombia,South America,Bogotá,Business,25–34,Unknown,1691
Colombia,South America,Bogotá,Individual,55+,New User,1692
Colombia,South America,Bogotá,Education,45–54,Unknown,1693
Colombia,South America,Bogotá,Government,45–54,Unknown,1694
Colombia,South America,Bogotá,Government,18–24,Unknown,1695
Colombia,South America,Bogotá,Individual,55+,Unknown,1696
Colombia,South America,Bogotá,Education,25–34,New User,1697
Colombia,South America,Bogotá,Education,25–34,iOS 17,1698
Colombia,South America,Bogotá,Government,35–44,Unknown,1699
Colombia,South America,Bogotá,Business,25–34,iOS 15,1700
Colombia,South America,Bogotá,Education,18–24,Unknown,1701
Colombia,South America,Bucaramanga,Government,55+,Unknown,1702
Colombia,South America,Bucaramanga,Government,45–54,Android,1703
Colombia,South America,Bucaramanga,Government,25–34,Unknown,1704
Colombia,South America,Bucaramanga,Business,18–24,Unknown,1705
Colombia,South America,Bucaramanga,Government,45–54,Unknown,1706
Colombia,South America,Bucaramanga,Education,18–24,Unknown,1707
Colombia,South America,Bucaramanga,Individual,45–54,Unknown,1708
Colombia,South America,Bucaramanga,Business,45–54,iOS 15,1709
Colombia,South America,Bucaramanga,Business,55+,Other,1710
Colombia,South America,Bucaramanga,Business,25–34,iOS 16,1711
Colombia,South America,Bucaramanga,Education,35–44,Unknown,1712
Colombia,South America,Bucaramanga,Education,55+,Unknown,1713
Colombia,South America,Bucaramanga,Business,45–54,Unknown,1714
Colombia,South America,Bucaramanga,Education,25–34,Unknown,1715
Colombia,South America,Bucaramanga,Business,35–44,Unknown,1716
Colombia,South America,Cali,Government,35–44,Other,1717
Colombia,South America,Cali,Business,55+,Unknown,1718
Colombia,South America,Cali,Business,25–34,Unknown,1719
Colombia,South America,Cali,Government,55+,Unknown,1720
Colombia,South America,Cali,Individual,18–24,Unknown,1721
Colombia,South America,Cali,Business,18–24,Unknown,1722
Colombia,South America,Cali,Government,25–34,Unknown,1723
Colombia,South America,Cali,Education,35–44,iOS 15,1724
Colombia,South America,Cali,Business,45–54,iOS 15,1725
Colombia,South America,Cali,Education,55+,Unknown,1726
Colombia,South America,Cali,Education,45–54,New User,1727
Colombia,South America,Cali,Government,35–44,Unknown,1728
Colombia,South America,Cali,Education,45–54,iOS 15,1729
Colombia,South America,Cali,Individual,55+,Unknown,1730
Colombia,South America,Cali,Business,18–24,iOS 17,1731
Colombia,South America,Cali,Education,18–24,Other,1732
Colombia,South America,Cali,Business,45–54,Unknown,1733
Colombia,South America,Cali,Government,18–24,iOS 15,1734
Colombia,South America,Cali,Education,45–54,Unknown,1735
Colombia,South America,Cali,Education,18–24,Android,1736
Colombia,South America,Cali,Individual,25–34,Unknown,1737
Colombia,South America,Cali,Individual,35–44,Unknown,1738
Colombia,South America,Cali,Government,35–44,iOS 16,1739
Colombia,South America,Cali,Government,45–54,New User,1740
Colombia,South America,Cartagena,Education,35–44,Other,1741
Colombia,South America,Cartagena,Business,45–54,Unknown,1742
Colombia,South America,Cartagena,Government,18–24,Unknown,1743
Colombia,South America,Cartagena,Business,35–44,Unknown,1744
Colombia,South America,Cartagena,Education,45–54,Unknown,1745
Colombia,South America,Cartagena,Individual,55+,Unknown,1746
Colombia,South America,Cartagena,Business,55+,Unknown,1747
Colombia,South America,Cartagena,Government,55+,Unknown,1748
Colombia,South America,Cartagena,Business,18–24,Unknown,1749
Colombia,South America,Cartagena,Individual,18–24,Unknown,1750
Colombia,South America,Cartagena,Business,35–44,iOS 16,1751
Colombia,South America,Cartagena,Education,18–24,Unknown,1752
Colombia,South America,Cartagena,Business,25–34,Unknown,1753
Colombia,South America,Cartagena,Government,55+,Other,1754
Colombia,South America,Cúcuta,Individual,45–54,Unknown,1755
Colombia,South America,Cúcuta,Education,18–24,Unknown,1756
Colombia,South America,Cúcuta,Business,55+,Unknown,1757
Colombia,South America,Cúcuta,Individual,18–24,Unknown,1758
Colombia,South America,Cúcuta,Education,25–34,iOS 17,1759
Colombia,South America,Cúcuta,Government,45–54,Unknown,1760
Colombia,South America,Cúcuta,Individual,35–44,Unknown,1761
Colombia,South America,Cúcuta,Business,35–44,iOS 15,1762
Colombia,South America,Cúcuta,Business,25–34,Unknown,1763
Colombia,South America,Cúcuta,Business,18–24,iOS 16,1764
Colombia,South America,Cúcuta,Individual,18–24,Android,1765
Colombia,South America,Cúcuta,Individual,55+,Unknown,1766
Colombia,South America,Cúcuta,Individual,55+,iOS 16,1767
Colombia,South America,Cúcuta,Education,45–54,Other,1768
Colombia,South America,Cúcuta,Business,45–54,Android,1769
Colombia,South America,Cúcuta,Government,35–44,Unknown,1770
Colombia,South America,Cúcuta,Government,18–24,iOS 17,1771
Colombia,South America,Cúcuta,Business,45–54,Unknown,1772
Colombia,South America,Cúcuta,Government,55+,Other,1773
Colombia,South America,Cúcuta,Education,35–44,Unknown,1774
Colombia,South America,Cúcuta,Government,18–24,Unknown,1775
Colombia,South America,Cúcuta,Education,25–34,Unknown,1776
Colombia,South America,Cúcuta,Government,55+,Unknown,1777
Colombia,South America,Ibagué,Individual,45–54,Unknown,1778
Colombia,South America,Ibagué,Government,25–34,New User,1779
Colombia,South America,Ibagué,Individual,25–34,Other,1780
Colombia,South America,Ibagué,Business,55+,Unknown,1781
Colombia,South America,Ibagué,Government,25–34,Unknown,1782
Colombia,South America,Ibagué,Business,35–44,Unknown,1783
Colombia,South America,Ibagué,Individual,25–34,Unknown,1784
Colombia,South America,Ibagué,Business,55+,Other,1785
Colombia,South America,Ibagué,Education,35–44,iOS 15,1786
Colombia,South America,Ibagué,Government,45–54,Unknown,1787
Colombia,South America,Ibagué,Individual,45–54,New User,1788
Colombia,South America,Ibagué,Business,18–24,iOS 16,1789
Colombia,South America,Ibagué,Business,18–24,Other,1790
Colombia,South America,Ibagué,Individual,35–44,New User,1791
Colombia,South America,Ibagué,Government,55+,Unknown,1792
Colombia,South America,Ibagué,Individual,18–24,Android,1793
Colombia,South America,Ibagué,Individual,18–24,Unknown,1794
Colombia,South America,Ibagué,Individual,35–44,Unknown,1795
Colombia,South America,Ibagué,Business,25–34,iOS 15,1796
Colombia,South America,Ibagué,Education,45–54,iOS 16,1797
Colombia,South America,Ibagué,Individual,55+,Unknown,1798
Colombia,South America,Ibagué,Individual,55+,Android,1799
Colombia,South America,Ibagué,Education,45–54,iOS 15,1800
Colombia,South America,Ibagué,Individual,45–54,iOS 17,1801
Colombia,South America,Medellín,Government,35–44,iOS 15,1802
Colombia,South America,Medellín,Government,45–54,Unknown,1803
Colombia,South America,Medellín,Education,55+,Unknown,1804
Colombia,South America,Medellín,Education,35–44,Android,1805
Colombia,South America,Medellín,Business,35–44,Unknown,1806
Colombia,South America,Medellín,Individual,35–44,Unknown,1807
Colombia,South America,Medellín,Government,55+,Android,1808
Colombia,South America,Medellín,Education,45–54,iOS 17,1809
Colombia,South America,Medellín,Education,55+,iOS 16,1810
Colombia,South America,Medellín,Education,18–24,Unknown,1811
Colombia,South America,Medellín,Government,45–54,iOS 17,1812
Colombia,South America,Medellín,Government,25–34,iOS 16,1813
Colombia,South America,Medellín,Business,25–34,Unknown,1814
Colombia,South America,Medellín,Individual,55+,Unknown,1815
Colombia,South America,Medellín,Business,25–34,iOS 16,1816
Colombia,South America,Medellín,Education,45–54,Unknown,1817
Colombia,South America,Medellín,Business,18–24,Unknown,1818
Colombia,South America,Medellín,Individual,18–24,Unknown,1819
Colombia,South America,Medellín,Business,35–44,Android,1820
Colombia,South America,Medellín,Individual,55+,New User,1821
Colombia,South America,Medellín,Business,18–24,iOS 15,1822
Colombia,South America,Medellín,Education,25–34,Unknown,1823
Colombia,South America,Pereira,Education,45–54,Unknown,1824
Colombia,South America,Pereira,Business,18–24,New User,1825
Colombia,South America,Pereira,Education,18–24,Unknown,1826
Colombia,South America,Pereira,Education,55+,Android,1827
Colombia,South America,Pereira,Individual,18–24,Unknown,1828
Colombia,South America,Pereira,Education,18–24,Android,1829
Colombia,South America,Pereira,Individual,45–54,Android,1830
Colombia,South America,Pereira,Business,18–24,Unknown,1831
Colombia,South America,Pereira,Education,45–54,iOS 16,1832
Colombia,South America,Pereira,Business,35–44,iOS 16,1833
Colombia,South America,Pereira,Business,35–44,Unknown,1834
Colombia,South America,Santa Marta,Government,25–34,iOS 17,1835
Colombia,South America,Santa Marta,Individual,35–44,Unknown,1836
Colombia,South America,Santa Marta,Education,18–24,Unknown,1837
Colombia,South America,Santa Marta,Government,55+,Unknown,1838
Colombia,South America,Santa Marta,Individual,25–34,Unknown,1839
Colombia,South America,Santa Marta,Individual,18–24,Unknown,1840
Colombia,South America,Santa Marta,Individual,35–44,Other,1841
Colombia,South America,Santa Marta,Government,18–24,Android,1842
Colombia,South America,Santa Marta,Government,18–24,Unknown,1843
Colombia,South America,Santa Marta,Government,35–44,New User,1844
Colombia,South America,Santa Marta,Education,45–54,Unknown,1845
Colombia,South America,Santa Marta,Education,18–24,iOS 15,1846
Colombia,South America,Santa Marta,Business,35–44,Unknown,1847
Colombia,South America,Santa Marta,Business,55+,Unknown,1848
Colombia,South America,Santa Marta,Education,55+,Unknown,1849
Colombia,South America,Santa Marta,Government,25–34,Unknown,1850
Colombia,South America,Santa Marta,Business,18–24,Unknown,1851
Colombia,South America,Santa Marta,Individual,45–54,New User,1852
Colombia,South America,Santa Marta,Individual,45–54,Unknown,1853
Colombia,South America,Santa Marta,Education,45–54,New User,1854
Colombia,South America,Santa Marta,Government,35–44,Unknown,1855
Denmark,Europe,Aalborg,Government,35–44,Unknown,1856
Denmark,Europe,Aalborg,Government,55+,Unknown,1857
Denmark,Europe,Aalborg,Individual,55+,Unknown,1858
Denmark,Europe,Aalborg,Individual,25–34,iOS 16,1859
Denmark,Europe,Aalborg,Business,18–24,Android,1860
Denmark,Europe,Aalborg,Education,18–24,iOS 16,1861
Denmark,Europe,Aalborg,Business,35–44,iOS 17,1862
Denmark,Europe,Aalborg,Government,25–34,Unknown,1863
Denmark,Europe,Aalborg,Individual,45–54,Unknown,1864
Denmark,Europe,Aalborg,Education,18–24,Unknown,1865
Denmark,Europe,Aalborg,Government,45–54,Unknown,1866
Denmark,Europe,Aalborg,Individual,18–24,Unknown,1867
Denmark,Europe,Aalborg,Business,55+,Unknown,1868
Denmark,Europe,Aalborg,Individual,25–34,Unknown,1869
Denmark,Europe,Aalborg,Education,35–44,Unknown,1870
Denmark,Europe,Aalborg,Education,25–34,iOS 16,1871
Denmark,Europe,Aarhus,Education,35–44,Unknown,1872
Denmark,Europe,Aarhus,Education,25–34,Unknown,1873
Denmark,Europe,Aarhus,Education,55+,Unknown,1874
Denmark,Europe,Aarhus,Government,18–24,Unknown,1875
Denmark,Europe,Aarhus,Education,45–54,Unknown,1876
Denmark,Europe,Aarhus,Business,45–54,Unknown,1877
Denmark,Europe,Aarhus,Business,25–34,Unknown,1878
Denmark,Europe,Aarhus,Individual,35–44,Unknown,1879
Denmark,Europe,Aarhus,Education,45–54,Other,1880
Denmark,Europe,Aarhus,Business,25–34,Other,1881
Denmark,Europe,Aarhus,Individual,25–34,iOS 16,1882
Denmark,Europe,Aarhus,Education,25–34,iOS 16,1883
Denmark,Europe,Aarhus,Government,18–24,Other,1884
Denmark,Europe,Aarhus,Government,18–24,iOS 17,1885
Denmark,Europe,Aarhus,Government,25–34,Unknown,1886
Denmark,Europe,Aarhus,Government,55+,Unknown,1887
Denmark,Europe,Aarhus,Individual,45–54,Unknown,1888
Denmark,Europe,Aarhus,Business,55+,Other,1889
Denmark,Europe,Aarhus,Government,45–54,iOS 15,1890
Denmark,Europe,Aarhus,Individual,18–24,Unknown,1891
Denmark,Europe,Aarhus,Education,18–24,Unknown,1892
Denmark,Europe,Aarhus,Business,18–24,Unknown,1893
Denmark,Europe,Copenhagen,Government,35–44,Unknown,1894
Denmark,Europe,Copenhagen,Government,25–34,New User,1895
Denmark,Europe,Copenhagen,Education,25–34,Unknown,1896
Denmark,Europe,Copenhagen,Individual,25–34,Unknown,1897
Denmark,Europe,Copenhagen,Individual,45–54,iOS 16,1898
Denmark,Europe,Copenhagen,Government,45–54,Unknown,1899
Denmark,Europe,Copenhagen,Education,55+,Other,1900
Denmark,Europe,Copenhagen,Government,25–34,Unknown,1901
Denmark,Europe,Copenhagen,Individual,35–44,Unknown,1902
Denmark,Europe,Copenhagen,Business,25–34,Unknown,1903
Denmark,Europe,Copenhagen,Business,45–54,Unknown,1904
Denmark,Europe,Esbjerg,Government,45–54,Unknown,1905
Denmark,Europe,Esbjerg,Business,45–54,Unknown,1906
Denmark,Europe,Esbjerg,Education,35–44,iOS 16,1907
Denmark,Europe,Esbjerg,Business,55+,Unknown,1908
Denmark,Europe,Esbjerg,Government,25–34,New User,1909
Denmark,Europe,Esbjerg,Government,25–34,Unknown,1910
Denmark,Europe,Esbjerg,Individual,45–54,Unknown,1911
Denmark,Europe,Esbjerg,Business,35–44,Unknown,1912
Denmark,Europe,Esbjerg,Individual,35–44,Unknown,1913
Denmark,Europe,Esbjerg,Education,45–54,iOS 15,1914
Denmark,Europe,Esbjerg,Government,55+,Unknown,1915
Denmark,Europe,Esbjerg,Business,45–54,New User,1916
Denmark,Europe,Esbjerg,Education,35–44,Unknown,1917
Denmark,Europe,Esbjerg,Education,25–34,iOS 17,1918
Denmark,Europe,Esbjerg,Education,18–24,Unknown,1919
Denmark,Europe,Esbjerg,Education,25–34,Unknown,1920
Denmark,Europe,Esbjerg,Individual,18–24,Android,1921
Denmark,Europe,Esbjerg,Business,25–34,Unknown,1922
Denmark,Europe,Esbjerg,Government,55+,iOS 15,1923
Denmark,Europe,Esbjerg,Government,35–44,Unknown,1924
Denmark,Europe,Horsens,Government,45–54,iOS 15,1925
Denmark,Europe,Horsens,Government,25–34,Unknown,1926
Denmark,Europe,Horsens,Education,45–54,New User,1927
Denmark,Europe,Horsens,Individual,18–24,New User,1928
Denmark,Europe,Horsens,Education,55+,Other,1929
Denmark,Europe,Horsens,Business,25–34,New User,1930
Denmark,Europe,Horsens,Business,55+,Unknown,1931
Denmark,Europe,Horsens,Government,55+,Unknown,1932
Denmark,Europe,Horsens,Government,45–54,Unknown,1933
Denmark,Europe,Horsens,Business,25–34,Android,1934
Denmark,Europe,Horsens,Education,25–34,Unknown,1935
Denmark,Europe,Horsens,Business,18–24,Unknown,1936
Denmark,Europe,Horsens,Education,45–54,Unknown,1937
Denmark,Europe,Horsens,Individual,18–24,Unknown,1938
Denmark,Europe,Horsens,Government,35–44,iOS 16,1939
Denmark,Europe,Horsens,Business,45–54,Unknown,1940
Denmark,Europe,Horsens,Individual,45–54,Unknown,1941
Denmark,Europe,Horsens,Education,55+,New User,1942
Denmark,Europe,Horsens,Government,18–24,Unknown,1943
Denmark,Europe,Horsens,Education,35–44,iOS 16,1944
Denmark,Europe,Kolding,Business,45–54,Unknown,1945
Denmark,Europe,Kolding,Government,25–34,Unknown,1946
Denmark,Europe,Kolding,Business,25–34,Unknown,1947
Denmark,Europe,Kolding,Education,25–34,Other,1948
Denmark,Europe,Kolding,Business,25–34,iOS 15,1949
Denmark,Europe,Kolding,Education,18–24,Unknown,1950
Denmark,Europe,Kolding,Education,25–34,iOS 15,1951
Denmark,Europe,Kolding,Business,18–24,Unknown,1952
Denmark,Europe,Kolding,Individual,25–34,iOS 17,1953
Denmark,Europe,Kolding,Individual,55+,iOS 16,1954
Denmark,Europe,Kolding,Individual,45–54,Unknown,1955
Denmark,Europe,Kolding,Education,55+,New User,1956
Denmark,Europe,Kolding,Individual,18–24,Unknown,1957
Denmark,Europe,Kolding,Individual,18–24,New User,1958
Denmark,Europe,Kolding,Business,25–34,iOS 17,1959
Denmark,Europe,Kolding,Individual,25–34,Unknown,1960
Denmark,Europe,Kolding,Education,35–44,Unknown,1961
Denmark,Europe,Kolding,Business,35–44,iOS 17,1962
Denmark,Europe,Kolding,Government,45–54,Unknown,1963
Denmark,Europe,Kolding,Business,35–44,Unknown,1964
Denmark,Europe,Kolding,Education,55+,Other,1965
Denmark,Europe,Kolding,Individual,55+,Unknown,1966
Denmark,Europe,Kolding,Education,35–44,iOS 16,1967
Denmark,Europe,Kolding,Education,18–24,Android,1968
Denmark,Europe,Kolding,Education,45–54,Unknown,1969
Denmark,Europe,Kolding,Individual,35–44,Unknown,1970
Denmark,Europe,Odense,Government,18–24,Unknown,1971
Denmark,Europe,Odense,Individual,18–24,iOS 16,1972
Denmark,Europe,Odense,Education,55+,iOS 17,1973
Denmark,Europe,Odense,Business,25–34,Other,1974
Denmark,Europe,Odense,Business,35–44,Unknown,1975
Denmark,Europe,Odense,Government,35–44,Unknown,1976
Denmark,Europe,Odense,Business,45–54,Unknown,1977
Denmark,Europe,Odense,Individual,18–24,iOS 17,1978
Denmark,Europe,Odense,Education,55+,Unknown,1979
Denmark,Europe,Odense,Education,45–54,iOS 16,1980
Denmark,Europe,Odense,Government,25–34,Unknown,1981
Denmark,Europe,Odense,Individual,18–24,Unknown,1982
Denmark,Europe,Odense,Business,18–24,Unknown,1983
Denmark,Europe,Odense,Education,18–24,Unknown,1984
Denmark,Europe,Odense,Education,45–54,Unknown,1985
Denmark,Europe,Odense,Business,18–24,iOS 16,1986
Denmark,Europe,Odense,Business,25–34,New User,1987
Denmark,Europe,Odense,Education,25–34,Unknown,1988
Denmark,Europe,Odense,Education,18–24,New User,1989
Denmark,Europe,Odense,Individual,18–24,Other,1990
Denmark,Europe,Odense,Business,18–24,iOS 15,1991
Denmark,Europe,Odense,Business,25–34,Unknown,1992
Denmark,Europe,Odense,Individual,35–44,Unknown,1993
Denmark,Europe,Randers,Business,35–44,Unknown,1994
Denmark,Europe,Randers,Government,25–34,Unknown,1995
Denmark,Europe,Randers,Government,25–34,iOS 15,1996
Denmark,Europe,Randers,Business,35–44,iOS 15,1997
Denmark,Europe,Randers,Business,18–24,Unknown,1998
Denmark,Europe,Randers,Business,55+,Unknown,1999
Denmark,Europe,Randers,Education,55+,iOS 17,2000
Denmark,Europe,Randers,Individual,35–44,Unknown,2001
Denmark,Europe,Randers,Business,25–34,Unknown,2002
Denmark,Europe,Randers,Education,35–44,Android,2003
Denmark,Europe,Randers,Government,35–44,Unknown,2004
Denmark,Europe,Randers,Education,35–44,Unknown,2005
Denmark,Europe,Randers,Government,35–44,iOS 15,2006
Denmark,Europe,Randers,Business,55+,Android,2007
Denmark,Europe,Randers,Individual,18–24,Unknown,2008
Denmark,Europe,Randers,Individual,45–54,Other,2009
Denmark,Europe,Randers,Education,55+,iOS 15,2010
Denmark,Europe,Randers,Individual,55+,Unknown,2011
Denmark,Europe,Randers,Government,45–54,New User,2012
Denmark,Europe,Randers,Government,45–54,Unknown,2013
Denmark,Europe,Roskilde,Business,18–24,Unknown,2014
Denmark,Europe,Roskilde,Individual,45–54,Unknown,2015
Denmark,Europe,Roskilde,Government,45–54,Unknown,2016
Denmark,Europe,Roskilde,Education,55+,iOS 15,2017
Denmark,Europe,Roskilde,Government,55+,Unknown,2018
Denmark,Europe,Roskilde,Business,55+,Other,2019
Denmark,Europe,Roskilde,Business,55+,iOS 15,2020
Denmark,Europe,Roskilde,Individual,35–44,Unknown,2021
Denmark,Europe,Roskilde,Education,55+,Android,2022
Denmark,Europe,Roskilde,Individual,35–44,Other,2023
Denmark,Europe,Roskilde,Education,18–24,Unknown,2024
Denmark,Europe,Roskilde,Government,25–34,Unknown,2025
