sale_id,sale_date,month,season,year,customer_id,product_id,units_sold,revenue_usd,discount_level,discount_amount,discount_pct,customer_rating,return_status
APPL-00002168,2022-04-19,April,Spring,2022,1652,525,4,9791.24,Low,49.96000000000004,2,3.7,Kept
APPL-00002169,2022-05-07,May,Spring,2022,1653,253,2,248.92,Low,3.850000000000009,3,,Exchanged
APPL-00002170,2022-05-18,May,Spring,2022,1654,725,1,772.78,No Discount,0.0,0,,Kept
APPL-00002171,2022-09-30,September,Fall,2022,1655,795,1,821.3,Low,25.40000000000009,3,,Exchanged
APPL-00002172,2022-12-21,December,Winter,2022,1656,180,1,666.34,No Discount,0.0,0,,Kept
APPL-00002173,2023-01-04,January,Winter,2023,1654,129,1,344.63,Medium,38.29000000000002,10,,Kept
APPL-00002174,2023-01-11,January,Winter,2023,1657,58,4,960.72,No Discount,0.0,0,4.9,Returned
APPL-00002175,2023-02-03,February,Winter,2023,1658,235,5,374.2,No Discount,0.0,0,3.2,Kept
APPL-00002176,2023-03-14,March,Winter,2023,1659,8,2,243.2,Medium,13.51000000000002,10,3.1,Kept
APPL-00002177,2023-06-30,June,Summer,2023,1653,113,2,1515.42,No Discount,0.0,0,,Kept
APPL-00002178,2024-04-03,April,Spring,2024,1652,341,4,5373.8,Low,41.54999999999996,3,,Kept
APPL-00002179,2024-04-22,April,Spring,2024,1660,596,3,5536.95,Medium,205.0699999999997,10,4.1,Kept
APPL-00002180,2024-10-19,October,Fall,2024,1661,73,4,1697.52,No Discount,0.0,0,4.4,Kept
APPL-00002181,2024-11-15,November,Fall,2024,1662,796,3,1887.45,Medium,47.360000000000014,7,,Kept
APPL-00002182,2022-01-31,January,Winter,2022,1663,106,2,2295.18,Low,23.420000000000076,2,3.7,Kept
APPL-00002183,2022-02-06,February,Winter,2022,1664,797,1,712.21,High,125.67999999999996,15,,Kept
APPL-00002184,2022-04-15,April,Spring,2022,1665,798,1,1011.7,No Discount,0.0,0,,Kept
APPL-00002185,2022-06-11,June,Spring,2022,1666,43,1,196.69,High,34.71000000000001,15,3.5,Kept
APPL-00002186,2022-06-19,June,Spring,2022,1667,193,1,407.67,Low,21.45999999999998,5,3.9,Kept
APPL-00002187,2022-09-15,September,Summer,2022,1665,64,2,166.56,Medium,9.25,10,4.4,Kept
APPL-00002188,2022-10-25,October,Fall,2022,1668,189,2,1025.76,Medium,38.60000000000002,7,4.4,Kept
APPL-00002189,2022-12-20,December,Fall,2022,1669,434,1,821.2,Low,25.399999999999977,3,,Kept
APPL-00002190,2023-01-12,January,Winter,2023,1668,509,2,708.84,High,62.55000000000001,15,3.5,Kept
APPL-00002191,2023-08-18,August,Summer,2023,1670,166,1,557.16,Low,11.370000000000005,2,4.7,Kept
APPL-00002192,2023-09-14,September,Summer,2023,1671,799,7,5828.76,Medium,62.67000000000007,7,3.8,Kept
APPL-00002193,2023-11-12,November,Fall,2023,1672,800,1,686.59,Medium,76.28999999999996,10,,Kept
APPL-00002194,2023-12-27,December,Winter,2023,1673,296,1,7221.58,Low,147.3800000000001,2,,Kept
APPL-00002195,2024-01-02,January,Winter,2024,1673,130,6,1747.86,No Discount,0.0,0,,Kept
APPL-00002196,2024-03-12,March,Winter,2024,1674,497,4,9213.52,Medium,173.3699999999999,7,4.6,Kept
APPL-00002197,2024-03-16,March,Winter,2024,1675,769,1,1123.57,Medium,124.84000000000016,10,3.4,Kept
APPL-00002198,2024-04-14,April,Spring,2024,1676,515,2,1637.84,Medium,61.63999999999999,7,4.8,Returned
APPL-00002199,2024-04-26,April,Spring,2024,1677,801,2,1921.86,No Discount,0.0,0,3.1,Kept
APPL-00002200,2024-07-16,July,Summer,2024,1678,159,2,1910.96,No Discount,0.0,0,4.2,Kept
APPL-00002201,2024-07-26,July,Summer,2024,1679,802,3,1298.04,No Discount,0.0,0,,Kept
APPL-00002202,2024-08-17,August,Summer,2024,1680,513,2,1815.58,No Discount,0.0,0,3.9,Kept
APPL-00002203,2024-09-03,September,Summer,2024,1672,803,2,1300.62,Medium,72.2600000000001,10,,Kept
APPL-00002204,2024-10-06,October,Fall,2024,1681,130,5,1520.25,No Discount,0.0,0,3.2,Returned
APPL-00002205,2024-11-11,November,Fall,2024,1682,215,1,785.98,High,138.69999999999993,15,4.4,Kept
APPL-00002206,2022-01-24,January,Winter,2022,1683,543,3,1656.93,Medium,61.370000000000005,10,3.1,Kept
APPL-00002207,2022-01-24,January,Winter,2022,1683,804,6,2500.62,No Discount,0.0,0,4.1,Kept
APPL-00002208,2022-03-25,March,Spring,2022,1684,588,1,748.25,Low,39.38,5,4.6,Kept
APPL-00002209,2022-04-11,April,Spring,2022,1685,805,2,1262.7,High,111.41999999999996,15,,Kept
APPL-00002210,2022-04-17,April,Spring,2022,1686,122,1,106.86,High,18.86,15,4.0,Kept
APPL-00002211,2022-05-17,May,Spring,2022,1687,101,2,251.02,No Discount,0.0,0,,Kept
APPL-00002212,2022-07-28,July,Summer,2022,1688,253,1,135.35,Low,2.7600000000000198,2,4.3,Kept
APPL-00002213,2022-08-03,August,Summer,2022,1689,18,1,127.7,No Discount,0.0,0,4.4,Kept
APPL-00002214,2022-10-24,October,Fall,2022,1690,182,2,3780.56,No Discount,0.0,0,3.5,Kept
APPL-00002215,2022-10-25,October,Fall,2022,1691,33,1,38.18,No Discount,0.0,0,,Kept
APPL-00002216,2022-11-11,November,Fall,2022,1692,737,1,713.81,Low,37.57000000000005,5,,Exchanged
APPL-00002217,2022-11-19,November,Fall,2022,1693,519,3,1543.26,No Discount,0.0,0,4.4,Returned
APPL-00002218,2023-03-29,March,Spring,2023,1694,64,2,187.94,Medium,10.439999999999998,10,,Kept
APPL-00002219,2023-04-05,April,Spring,2023,1695,73,1,357.55,Low,11.060000000000002,3,5.0,Kept
APPL-00002220,2023-04-07,April,Spring,2023,1696,18,1,102.11,High,18.02,15,4.3,Kept
APPL-00002221,2023-05-01,May,Spring,2023,1697,806,2,1180.52,Low,31.07000000000005,5,4.0,Kept
APPL-00002222,2023-05-01,May,Spring,2023,1698,391,1,680.44,High,120.07999999999991,15,4.4,Exchanged
APPL-00002223,2023-11-09,November,Fall,2023,1699,293,2,2619.92,Low,26.730000000000015,2,3.7,Returned
APPL-00002224,2023-12-26,December,Winter,2023,1700,523,1,834.79,No Discount,0.0,0,4.5,Kept
APPL-00002225,2024-03-28,March,Spring,2024,1686,119,2,2199.0,No Discount,0.0,0,,Kept
APPL-00002226,2024-05-03,May,Spring,2024,1694,417,5,5325.15,No Discount,0.0,0,3.2,Kept
APPL-00002227,2024-05-10,May,Spring,2024,1690,257,2,614.32,No Discount,0.0,0,3.4,Kept
APPL-00002228,2024-06-30,June,Summer,2024,1693,131,1,70.84,Medium,7.86999999999999,10,4.5,Returned
APPL-00002229,2024-07-03,July,Summer,2024,1691,122,1,121.78,Low,2.489999999999995,2,,Kept
APPL-00002230,2024-11-07,November,Fall,2024,1701,18,8,1068.64,No Discount,0.0,0,3.5,Kept
APPL-00002231,2022-06-21,June,Summer,2022,1702,6,1,97.17,No Discount,0.0,0,3.6,Kept
APPL-00002232,2022-08-18,August,Summer,2022,1703,807,3,1688.22,High,99.30999999999996,15,3.5,Kept
APPL-00002233,2022-09-04,September,Summer,2022,1704,8,3,308.64,High,18.15000000000001,15,,Kept
APPL-00002234,2022-09-09,September,Summer,2022,1705,23,1,85.16,No Discount,0.0,0,3.4,Kept
APPL-00002235,2022-09-16,September,Summer,2022,1706,298,3,1561.56,No Discount,0.0,0,,Kept
APPL-00002236,2022-10-13,October,Fall,2022,1707,131,6,415.2,High,12.209999999999994,15,3.8,Kept
APPL-00002237,2023-01-24,January,Winter,2023,1708,189,1,540.58,Low,11.029999999999973,2,3.7,Kept
APPL-00002238,2023-05-09,May,Spring,2023,1709,808,1,970.04,No Discount,0.0,0,3.1,Kept
APPL-00002239,2023-05-18,May,Spring,2023,1710,809,4,2762.12,No Discount,0.0,0,,Kept
APPL-00002240,2023-06-01,June,Spring,2023,1711,795,3,2470.29,Low,16.800000000000068,2,3.8,Kept
APPL-00002241,2023-07-15,July,Summer,2023,1706,480,3,1346.37,Low,23.620000000000005,5,,Kept
APPL-00002242,2023-09-12,September,Summer,2023,1707,509,1,379.02,No Discount,0.0,0,4.3,Kept
APPL-00002243,2023-10-10,October,Fall,2023,1712,407,2,450.32,High,39.72999999999999,15,,Kept
APPL-00002244,2023-10-11,October,Fall,2023,1707,45,1,96.79,No Discount,0.0,0,,Kept
APPL-00002245,2023-12-27,December,Winter,2023,1705,389,2,353.46,Low,3.6100000000000136,2,,Kept
APPL-00002246,2024-06-19,June,Spring,2024,1708,144,1,125.07,Medium,9.409999999999997,7,,Kept
APPL-00002247,2024-06-25,June,Summer,2024,1713,262,3,773.46,No Discount,0.0,0,,Kept
APPL-00002248,2024-07-24,July,Summer,2024,1714,124,2,2352.8,No Discount,0.0,0,3.2,Kept
APPL-00002249,2024-10-17,October,Fall,2024,1715,542,1,90.1,High,15.900000000000006,15,4.1,Kept
APPL-00002250,2024-12-23,December,Winter,2024,1716,168,1,2507.24,No Discount,0.0,0,4.3,Kept
APPL-00002251,2022-01-18,January,Winter,2022,1717,476,1,929.22,No Discount,0.0,0,4.7,Kept
APPL-00002252,2022-02-11,February,Winter,2022,1718,149,1,78.01,High,13.769999999999996,15,4.3,Kept
APPL-00002253,2022-07-02,July,Summer,2022,1719,75,1,123.4,No Discount,0.0,0,3.3,Kept
APPL-00002254,2022-07-07,July,Summer,2022,1720,87,3,296.94,No Discount,0.0,0,,Kept
APPL-00002255,2022-08-20,August,Summer,2022,1719,525,2,4751.62,Low,73.48000000000002,3,3.0,Kept
APPL-00002256,2022-08-22,August,Summer,2022,1721,345,7,16545.48,No Discount,0.0,0,3.4,Kept
APPL-00002257,2022-08-25,August,Summer,2022,1722,45,3,283.08,No Discount,0.0,0,,Kept
APPL-00002258,2022-08-28,August,Summer,2022,1723,599,2,2474.18,Low,25.25,2,,Kept
APPL-00002259,2022-09-27,September,Fall,2022,1724,810,1,674.1,Medium,74.89999999999998,10,3.9,Kept
APPL-00002260,2022-10-14,October,Fall,2022,1725,811,2,1237.02,No Discount,0.0,0,4.0,Kept
APPL-00002261,2022-10-24,October,Fall,2022,1726,119,3,3261.6,No Discount,0.0,0,,Kept
APPL-00002262,2022-11-03,November,Fall,2022,1727,155,2,1582.76,Medium,59.57000000000005,7,3.5,Kept
APPL-00002263,2022-12-07,December,Fall,2022,1718,80,2,344.02,No Discount,0.0,0,,Kept
APPL-00002264,2022-12-10,December,Fall,2022,1723,82,1,129.36,Medium,9.73999999999998,7,3.4,Kept
APPL-00002265,2022-12-30,December,Winter,2022,1728,88,6,1676.28,Low,5.699999999999989,2,3.9,Kept
APPL-00002266,2023-02-07,February,Winter,2023,1729,154,1,686.77,High,121.19000000000004,15,,Kept
APPL-00002267,2023-04-04,April,Spring,2023,1730,144,3,410.37,No Discount,0.0,0,,Kept
APPL-00002268,2023-05-04,May,Spring,2023,1731,635,1,958.09,Medium,72.11000000000001,7,,Kept
APPL-00002269,2023-05-12,May,Spring,2023,1732,636,1,752.42,Medium,56.63,7,3.8,Kept
APPL-00002270,2023-07-22,July,Summer,2023,1726,64,1,94.72,Low,4.980000000000004,5,3.4,Kept
APPL-00002271,2023-07-25,July,Summer,2023,1733,149,1,104.72,No Discount,0.0,0,3.5,Kept
APPL-00002272,2023-08-15,August,Summer,2023,1734,812,1,999.23,No Discount,0.0,0,3.0,Kept
APPL-00002273,2023-10-27,October,Fall,2023,1735,813,5,11918.7,No Discount,0.0,0,4.5,Kept
APPL-00002274,2023-12-08,December,Fall,2023,1736,255,1,679.74,Medium,51.15999999999997,7,4.1,Kept
APPL-00002275,2023-12-18,December,Fall,2023,1728,282,1,357.09,Medium,39.68000000000001,10,3.8,Kept
APPL-00002276,2024-01-22,January,Winter,2024,1723,25,2,197.9,No Discount,0.0,0,4.8,Kept
APPL-00002277,2024-01-22,January,Winter,2024,1737,267,3,1235.37,Medium,31.0,7,,Kept
APPL-00002278,2024-06-12,June,Spring,2024,1738,68,1,102.79,Low,3.1799999999999926,3,,Exchanged
APPL-00002279,2024-06-22,June,Summer,2024,1719,82,1,118.41,High,20.90000000000001,15,4.7,Returned
APPL-00002280,2024-11-10,November,Fall,2024,1739,368,1,942.32,No Discount,0.0,0,3.8,Kept
APPL-00002281,2024-11-13,November,Fall,2024,1740,814,2,1774.58,Medium,66.79000000000008,7,4.8,Kept
APPL-00002282,2022-02-18,February,Winter,2022,1741,719,1,453.19,No Discount,0.0,0,3.5,Kept
APPL-00002283,2022-02-21,February,Winter,2022,1742,675,3,2591.19,High,152.41999999999996,15,4.1,Kept
APPL-00002284,2022-04-26,April,Spring,2022,1743,153,2,194.38,No Discount,0.0,0,,Kept
APPL-00002285,2022-04-27,April,Spring,2022,1744,65,2,184.38,Low,1.8799999999999957,2,3.6,Kept
APPL-00002286,2022-12-29,December,Winter,2022,1745,62,2,1597.1,No Discount,0.0,0,4.5,Kept
APPL-00002287,2023-03-25,March,Spring,2023,1746,309,1,1234.02,Low,64.95000000000005,5,4.0,Kept
APPL-00002288,2023-04-13,April,Spring,2023,1747,439,2,2716.82,Low,42.00999999999999,3,4.8,Kept
APPL-00002289,2023-04-26,April,Spring,2023,1748,21,1,767.18,No Discount,0.0,0,3.7,Kept
APPL-00002290,2023-06-29,June,Summer,2023,1749,389,1,177.95,No Discount,0.0,0,,Kept
APPL-00002291,2023-11-10,November,Fall,2023,1750,9,1,459.8,No Discount,0.0,0,3.8,Kept
APPL-00002292,2024-01-26,January,Winter,2024,1749,26,1,236.89,Medium,26.319999999999997,10,3.7,Kept
APPL-00002293,2024-06-20,June,Spring,2024,1751,626,4,3078.16,Medium,85.5,10,,Kept
APPL-00002294,2024-06-28,June,Summer,2024,1752,65,2,182.14,Low,4.790000000000006,5,3.9,Kept
APPL-00002295,2024-09-05,September,Summer,2024,1748,99,6,1735.02,Medium,21.769999999999985,7,3.7,Kept
APPL-00002296,2024-09-29,September,Fall,2024,1753,451,4,1418.36,High,62.57000000000005,15,3.9,Kept
APPL-00002297,2024-10-21,October,Fall,2024,1754,815,5,2154.2,Low,8.79000000000002,2,3.3,Kept
APPL-00002298,2024-11-23,November,Fall,2024,1747,23,1,76.93,No Discount,0.0,0,3.1,Kept
APPL-00002299,2022-02-04,February,Winter,2022,1755,213,1,1959.27,High,345.75,15,,Kept
APPL-00002300,2022-02-18,February,Winter,2022,1756,56,1,1985.52,No Discount,0.0,0,4.6,Kept
APPL-00002301,2022-02-20,February,Winter,2022,1757,454,4,3153.44,No Discount,0.0,0,,Returned
APPL-00002302,2022-04-11,April,Spring,2022,1758,271,1,1905.41,Low,100.28999999999996,5,,Kept
APPL-00002303,2022-05-26,May,Spring,2022,1759,816,1,753.87,Medium,56.74000000000001,7,3.6,Kept
APPL-00002304,2022-07-01,July,Summer,2022,1760,99,3,918.0,No Discount,0.0,0,,Kept
APPL-00002305,2022-07-03,July,Summer,2022,1761,282,1,399.61,Low,21.029999999999973,5,4.2,Kept
APPL-00002306,2022-08-03,August,Summer,2022,1762,308,8,5315.68,Medium,50.00999999999999,7,3.3,Kept
APPL-00002307,2022-09-29,September,Fall,2022,1763,82,1,115.65,Medium,8.709999999999994,7,4.9,Kept
APPL-00002308,2022-11-14,November,Fall,2022,1764,703,2,1748.6,Low,17.840000000000032,2,,Returned
APPL-00002309,2023-01-05,January,Winter,2023,1755,272,1,247.1,Low,13.01000000000002,5,,Kept
APPL-00002310,2023-05-19,May,Spring,2023,1756,502,2,13287.82,Medium,738.21,10,,Kept
APPL-00002311,2023-06-07,June,Spring,2023,1757,38,2,271.34,Low,2.7700000000000102,2,3.7,Kept
APPL-00002312,2023-07-07,July,Summer,2023,1765,817,1,555.62,Low,17.17999999999995,3,4.9,Kept
APPL-00002313,2023-07-28,July,Summer,2023,1766,33,2,74.24,No Discount,0.0,0,4.2,Kept
APPL-00002314,2023-09-03,September,Summer,2023,1767,261,1,751.74,No Discount,0.0,0,3.9,Returned
APPL-00002315,2023-09-28,September,Fall,2023,1768,818,2,1450.8,No Discount,0.0,0,4.2,Kept
APPL-00002316,2023-10-30,October,Fall,2023,1766,492,2,2656.92,No Discount,0.0,0,3.1,Kept
APPL-00002317,2023-11-18,November,Fall,2023,1769,819,1,936.6,Low,19.110000000000014,2,3.4,Kept
APPL-00002318,2024-01-11,January,Winter,2024,1763,340,1,248.12,No Discount,0.0,0,,Returned
APPL-00002319,2024-01-23,January,Winter,2024,1770,65,3,300.39,No Discount,0.0,0,3.7,Kept
APPL-00002320,2024-03-09,March,Winter,2024,1755,24,2,325.78,Low,5.0400000000000205,3,4.9,Kept
APPL-00002321,2024-03-11,March,Winter,2024,1771,214,5,3763.5,No Discount,0.0,0,3.9,Returned
APPL-00002322,2024-05-01,May,Spring,2024,1772,440,1,27.54,Low,1.4499999999999993,5,3.6,Kept
APPL-00002323,2024-05-22,May,Spring,2024,1773,226,2,1487.6,Medium,55.98000000000002,7,4.0,Kept
APPL-00002324,2024-10-09,October,Fall,2024,1766,407,2,522.62,No Discount,0.0,0,4.4,Exchanged
APPL-00002325,2024-10-21,October,Fall,2024,1774,123,1,658.04,High,116.13,15,,Kept
APPL-00002326,2024-11-01,November,Fall,2024,1758,525,2,5379.42,No Discount,0.0,0,4.6,Returned
APPL-00002327,2024-11-14,November,Fall,2024,1775,292,2,82.44,No Discount,0.0,0,4.0,Kept
APPL-00002328,2024-12-15,December,Fall,2024,1776,340,1,252.08,Low,13.27000000000001,5,4.5,Kept
APPL-00002329,2024-12-26,December,Winter,2024,1777,183,2,2411.46,No Discount,0.0,0,3.0,Kept
APPL-00002330,2022-02-20,February,Winter,2022,1778,440,1,30.46,No Discount,0.0,0,,Kept
APPL-00002331,2022-03-08,March,Winter,2022,1779,469,1,412.42,Medium,31.039999999999964,7,4.1,Kept
APPL-00002332,2022-04-11,April,Spring,2022,1780,820,4,3130.04,Low,41.190000000000055,5,4.8,Kept
APPL-00002333,2022-04-30,April,Spring,2022,1781,270,2,2022.56,No Discount,0.0,0,4.5,Kept
APPL-00002334,2022-05-05,May,Spring,2022,1782,166,1,521.33,Low,10.639999999999986,2,,Kept
APPL-00002335,2022-05-10,May,Spring,2022,1783,318,1,2008.59,No Discount,0.0,0,,Kept
APPL-00002336,2022-05-18,May,Spring,2022,1784,162,2,1714.74,No Discount,0.0,0,3.0,Kept
APPL-00002337,2022-07-02,July,Summer,2022,1779,549,1,870.81,Low,17.770000000000095,2,3.9,Kept
APPL-00002338,2022-10-12,October,Fall,2022,1785,821,1,548.01,Medium,60.88999999999999,10,3.1,Exchanged
APPL-00002339,2022-10-30,October,Fall,2022,1786,822,1,949.17,No Discount,0.0,0,4.2,Kept
APPL-00002340,2022-11-16,November,Fall,2022,1787,73,1,413.25,No Discount,0.0,0,,Kept
APPL-00002341,2022-11-24,November,Fall,2022,1788,823,1,847.75,Low,26.220000000000027,3,,Kept
APPL-00002342,2022-12-27,December,Winter,2022,1789,433,1,559.07,No Discount,0.0,0,,Kept
APPL-00002343,2023-02-06,February,Winter,2023,1790,284,4,3550.16,High,156.62000000000012,15,,Kept
APPL-00002344,2023-02-19,February,Winter,2023,1778,193,3,1001.85,Medium,37.110000000000014,10,,Kept
APPL-00002345,2023-03-01,March,Winter,2023,1791,824,1,937.34,Medium,104.14999999999998,10,4.4,Kept
APPL-00002346,2023-03-18,March,Winter,2023,1792,85,2,870.32,Medium,48.349999999999966,10,3.8,Kept
APPL-00002347,2023-04-20,April,Spring,2023,1793,302,2,2236.84,Low,22.829999999999927,2,3.5,Kept
APPL-00002348,2023-09-02,September,Summer,2023,1794,348,1,281.43,No Discount,0.0,0,3.3,Kept
APPL-00002349,2023-10-01,October,Fall,2023,1781,53,1,2376.08,No Discount,0.0,0,4.1,Kept
APPL-00002350,2023-11-22,November,Fall,2023,1795,184,2,234.66,High,20.709999999999997,15,,Kept
APPL-00002351,2024-01-02,January,Winter,2024,1796,626,6,4787.7,Medium,60.059999999999945,7,4.1,Kept
APPL-00002352,2024-01-31,January,Winter,2024,1797,825,1,866.26,No Discount,0.0,0,3.4,Kept
APPL-00002353,2024-03-12,March,Winter,2024,1798,99,1,297.3,No Discount,0.0,0,,Returned
APPL-00002354,2024-04-11,April,Spring,2024,1784,96,2,829.08,Low,8.45999999999998,2,3.5,Kept
APPL-00002355,2024-04-16,April,Spring,2024,1792,826,2,2134.34,Medium,118.56999999999994,10,,Kept
APPL-00002356,2024-04-23,April,Spring,2024,1798,24,1,166.92,No Discount,0.0,0,3.9,Kept
APPL-00002357,2024-07-06,July,Summer,2024,1799,776,2,1774.38,Medium,66.77999999999997,7,,Returned
APPL-00002358,2024-07-07,July,Summer,2024,1800,709,1,955.26,Low,29.539999999999964,3,4.4,Exchanged
APPL-00002359,2024-10-15,October,Fall,2024,1801,827,1,934.65,No Discount,0.0,0,,Kept
APPL-00002360,2024-10-25,October,Fall,2024,1782,189,1,574.99,No Discount,0.0,0,4.7,Kept
APPL-00002361,2022-01-07,January,Winter,2022,1802,581,3,3214.5,No Discount,0.0,0,4.7,Kept
APPL-00002362,2022-02-13,February,Winter,2022,1803,432,2,919.66,No Discount,0.0,0,4.6,Kept
APPL-00002363,2022-06-12,June,Spring,2022,1804,329,1,131.42,No Discount,0.0,0,3.8,Kept
APPL-00002364,2022-06-27,June,Summer,2022,1805,828,1,784.14,No Discount,0.0,0,,Kept
APPL-00002365,2022-10-13,October,Fall,2022,1806,774,1,1043.96,No Discount,0.0,0,3.3,Kept
APPL-00002366,2022-10-20,October,Fall,2022,1807,25,1,90.77,Medium,10.090000000000003,10,3.2,Exchanged
APPL-00002367,2022-11-07,November,Fall,2022,1808,829,7,5916.19,Low,17.25,2,3.1,Kept
APPL-00002368,2022-12-03,December,Fall,2022,1809,682,1,776.7,Low,15.849999999999907,2,3.2,Kept
APPL-00002369,2022-12-21,December,Winter,2022,1810,425,2,2251.28,Low,22.9699999999998,2,4.1,Kept
APPL-00002370,2022-12-22,December,Winter,2022,1811,263,1,517.44,Low,10.559999999999944,2,4.1,Kept
APPL-00002371,2023-03-20,March,Winter,2023,1804,116,2,152.44,No Discount,0.0,0,3.9,Kept
APPL-00002372,2023-03-27,March,Spring,2023,1812,830,4,3661.16,Medium,101.70000000000005,10,,Returned
APPL-00002373,2023-04-02,April,Spring,2023,1813,230,2,2339.16,No Discount,0.0,0,4.8,Kept
APPL-00002374,2023-07-27,July,Summer,2023,1814,61,1,488.74,Medium,54.29999999999996,10,4.6,Kept
APPL-00002375,2023-08-04,August,Summer,2023,1815,460,1,534.96,No Discount,0.0,0,4.1,Kept
APPL-00002376,2023-09-07,September,Summer,2023,1816,740,1,927.74,Low,28.68999999999994,3,3.6,Returned
APPL-00002377,2023-12-15,December,Fall,2023,1811,33,1,37.65,No Discount,0.0,0,4.3,Exchanged
APPL-00002378,2023-12-16,December,Fall,2023,1817,38,4,459.96,Medium,12.78,10,3.4,Kept
APPL-00002379,2024-01-12,January,Winter,2024,1818,334,3,20103.87,Low,352.6999999999998,5,,Kept
APPL-00002380,2024-05-16,May,Spring,2024,1819,117,2,460.38,No Discount,0.0,0,3.7,Kept
APPL-00002381,2024-07-29,July,Summer,2024,1818,1,1,158.72,No Discount,0.0,0,,Kept
APPL-00002382,2024-08-04,August,Summer,2024,1820,20,1,433.95,Low,13.420000000000016,3,3.3,Kept
APPL-00002383,2024-10-20,October,Fall,2024,1821,357,5,3694.65,No Discount,0.0,0,3.3,Kept
APPL-00002384,2024-10-20,October,Fall,2024,1822,831,1,542.77,Medium,60.31000000000006,10,4.8,Kept
APPL-00002385,2024-11-05,November,Fall,2024,1823,250,2,14626.44,Low,149.25,2,3.3,Kept
APPL-00002386,2024-11-06,November,Fall,2024,1815,184,1,133.77,No Discount,0.0,0,4.4,Kept
APPL-00002387,2024-11-08,November,Fall,2024,1806,3,1,318.67,No Discount,0.0,0,5.0,Kept
APPL-00002388,2024-12-14,December,Fall,2024,1817,484,3,2179.92,Low,22.470000000000027,3,3.0,Kept
APPL-00002389,2022-02-03,February,Winter,2022,1824,15,3,83.64,No Discount,0.0,0,,Kept
APPL-00002390,2022-02-03,February,Winter,2022,1825,513,2,1752.78,Low,17.889999999999986,2,,Kept
APPL-00002391,2022-04-28,April,Spring,2022,1826,350,1,100.32,Low,2.050000000000012,2,,Kept
APPL-00002392,2022-07-25,July,Summer,2022,1824,165,1,547.29,Medium,60.81000000000006,10,3.1,Returned
APPL-00002393,2022-09-18,September,Summer,2022,1827,832,1,668.72,Medium,50.32999999999993,7,4.3,Kept
APPL-00002394,2022-11-26,November,Fall,2022,1826,134,3,867.21,No Discount,0.0,0,3.7,Kept
APPL-00002395,2022-12-30,December,Winter,2022,1828,6,1,85.52,Medium,9.5,10,,Kept
APPL-00002396,2023-07-25,July,Summer,2023,1829,523,2,1941.6,No Discount,0.0,0,3.1,Kept
APPL-00002397,2023-08-08,August,Summer,2023,1830,355,3,1208.31,Medium,44.75,10,3.8,Kept
APPL-00002398,2023-08-12,August,Summer,2023,1831,166,2,1029.48,No Discount,0.0,0,3.5,Kept
APPL-00002399,2023-09-16,September,Summer,2023,1832,288,1,804.0,Low,24.870000000000005,3,3.7,Kept
APPL-00002400,2023-09-29,September,Fall,2023,1833,207,1,1047.58,No Discount,0.0,0,,Kept
APPL-00002401,2024-03-24,March,Spring,2024,1834,253,5,630.6,No Discount,0.0,0,,Returned
APPL-00002402,2022-01-02,January,Winter,2022,1835,833,1,911.9,Low,47.99000000000001,5,3.6,Kept
APPL-00002403,2022-02-19,February,Winter,2022,1836,136,1,253.82,No Discount,0.0,0,4.8,Kept
APPL-00002404,2022-03-02,March,Winter,2022,1837,170,1,2147.31,No Discount,0.0,0,3.4,Kept
APPL-00002405,2022-03-03,March,Winter,2022,1838,68,4,419.08,No Discount,0.0,0,4.1,Kept
APPL-00002406,2022-04-30,April,Spring,2022,1839,129,1,399.71,No Discount,0.0,0,,Kept
APPL-00002407,2022-06-16,June,Spring,2022,1840,55,5,12146.25,Low,75.13000000000011,3,3.1,Returned
APPL-00002408,2022-07-08,July,Summer,2022,1841,743,2,1684.02,No Discount,0.0,0,,Kept
APPL-00002409,2022-12-20,December,Fall,2022,1842,236,1,896.4,No Discount,0.0,0,3.9,Kept
APPL-00002410,2022-12-31,December,Winter,2022,1843,123,2,1417.76,Medium,53.360000000000014,7,,Kept
APPL-00002411,2023-07-07,July,Summer,2023,1844,682,1,690.75,Medium,51.99000000000001,7,4.2,Kept
APPL-00002412,2024-01-19,January,Winter,2024,1839,18,2,267.88,Low,2.7299999999999898,2,3.4,Kept
APPL-00002413,2024-01-22,January,Winter,2024,1845,604,2,1261.72,Low,12.870000000000005,2,3.6,Kept
APPL-00002414,2024-03-09,March,Winter,2024,1846,314,6,2349.84,Medium,43.52000000000004,10,3.3,Kept
APPL-00002415,2024-04-13,April,Spring,2024,1847,189,2,956.76,High,84.41999999999996,15,4.3,Exchanged
APPL-00002416,2024-06-04,June,Spring,2024,1848,279,2,1034.7,No Discount,0.0,0,4.5,Kept
APPL-00002417,2024-07-17,July,Summer,2024,1848,82,2,212.9,High,18.78,15,,Kept
APPL-00002418,2024-07-24,July,Summer,2024,1849,75,1,125.87,No Discount,0.0,0,3.3,Kept
APPL-00002419,2024-08-13,August,Summer,2024,1850,26,4,962.48,Medium,26.74000000000001,10,3.8,Returned
APPL-00002420,2024-08-21,August,Summer,2024,1851,102,1,129.63,Low,4.009999999999991,3,4.7,Kept
APPL-00002421,2024-09-07,September,Summer,2024,1852,501,1,1003.97,No Discount,0.0,0,4.8,Returned
APPL-00002422,2024-10-29,October,Fall,2024,1853,309,1,1225.68,No Discount,0.0,0,3.2,Kept
